repetition,initial_radius,initial_eta,size,variable_radius,variable_eta,mult_iterations,similarity,data_initialization,heatmap_mean,u_matrix_mean
13,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.974786604339295
14,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.023849893386561
14,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0390352785274861
15,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8326506011435728
15,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.086737180756458
16,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.047178896641474
16,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9731762554637071
17,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8648612182636165
17,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1496837277028915
18,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.090830438385924
18,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9170051878069595
19,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.5476995637406137
19,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2053793944341604
20,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.1331905289460917
20,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1505275037580236
21,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0794296494592526
21,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.963263033105274
22,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0486625551974842
22,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2186641005372203
23,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.2319830017789712
23,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1729428066533623
24,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.7885007354062086
24,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2279901823337098
25,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8835122787110137
25,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3399571163880204
26,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.172474185795025
26,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1660673156972985
27,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8877890032930398
27,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1215693694029334
28,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0303185256203198
28,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0871963711920263
29,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0795124334926178
29,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1370795963370994
30,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.256157008727327
30,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0679851671395546
31,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9998861062278357
31,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1077696805800936
32,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8922494860540612
32,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0969670078037177
33,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9542622460361874
33,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.344628711955745
34,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8905217317917116
34,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2654589370172162
35,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8963902426639552
35,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.079565918609851
36,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0895897328047996
36,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.8787858123443938
37,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.103959573746107
37,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.049464519791908
38,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.93908420430617
38,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1806153998250013
39,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0275406246905456
39,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2622486227247838
40,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.7854262748344784
40,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1203535313894453
41,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.798832158444904
41,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3104325949833127
42,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9885021231249154
42,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2834100538247704
43,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.7826063084532512
43,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1179088081149697
44,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.1698374870836172
44,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.8823556588924958
45,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9329753207916887
45,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.065358357556408
46,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.395245012666391
46,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2259939005918166
47,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0411498613633003
47,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3844666427686445
48,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9589616963166452
48,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2238433005766056
49,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0880094178975728
49,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0843539594064033
50,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.1747161124328065
50,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2184856172609375
51,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.3109702971924666
51,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0073964955913284
52,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.167209427835111
52,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0557233671413795
53,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9603518332503496
53,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.5242517595015836
54,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.7494468117805783
54,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0685103732452064
55,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.015826304423209
55,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0299350506370464
56,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9228875289558458
56,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0968955516361723
57,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8264488194367785
57,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1303655346296377
58,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.2757257090306455
58,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.01011034937196
59,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.3447613788837391
59,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.097611164449342
60,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9424384576506033
60,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1260635150853193
61,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9039633717099724
61,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.415434802843912
62,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9454045192862846
62,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.151652307908022
63,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.974790738635693
63,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.166871033098506
64,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8475459778134814
64,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1581379094482727
65,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9829420697400649
65,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.8934429781674766
66,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9146321344202671
66,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.046953217401884
67,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0079813594532194
67,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.8201054195472752
68,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0734848637437857
68,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3526738180462226
69,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.7789218118001977
69,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9668115722159494
70,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8488313718755681
70,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3948053054803022
71,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9996938971112783
71,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1669115493341118
72,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.1087480277842565
72,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.4174714019741022
73,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.7244818914175621
73,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2234971267210772
74,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9588306659518211
74,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.063637477312129
75,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9224429545777159
75,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2863628003267686
76,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0217844820174369
76,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0883127343521375
77,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.1093508590560606
77,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2935886177478162
78,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.070967549197344
78,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2802738429228964
79,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.021891792396579
79,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0286203058469396
80,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9416313333722659
80,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.8596617447996435
81,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0395370745356658
81,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3676428065708552
82,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.327425126444347
82,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1331520489544578
83,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9483076655261815
83,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.035494030914846
84,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0436190860709453
84,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2257010470327738
85,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.8751970051693845
85,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.19869972670976
86,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0447513034166922
86,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9250505263157708
87,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9758405452224799
87,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0599456737469213
88,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9585672693153933
88,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3410840659141634
89,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.024434815611099
89,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0516401972909497
90,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.0001097276748612
90,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.3607944224168431
91,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.133908197872123
91,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2451009496021495
92,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.11862935865767
92,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.1898312026484636
93,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9085451124128299
93,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.8547136374757167
94,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9222094761970183
94,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9982350904646867
95,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9771406546835242
95,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0061447641357877
96,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,0.9270142604580107
96,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.2082102587032597
97,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.112654848769891
97,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9962793443109441
98,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.345909881953136
98,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,1.0636465910616275
99,3,0.1,3,True,True,500,EUCLIDEAN,True,3.111111111111111,1.084639218814292
99,3,0.1,3,False,True,500,EUCLIDEAN,True,3.111111111111111,0.9026095306731821
